codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000000428,Piezas de repuesto automotrices,40252,167,Peru,V000004948
M000000429,Materiales de construccion,23737,98,Alemania,V000002450
M000000430,Acero laminado en bobinas,22100,2,Noruega,V000009642
M000000431,Maquinaria industrial pesada,11790,179,Reino Unido,V000001952
M000000432,Cafe de exportacion,37887,6,Islas Marshall,V000006026
M000000433,Contenedor con productos electronicos,22046,102,Singapur,V000002321
M000000434,Productos quimicos no peligrosos,15177,120,China,V000003496
M000000435,Materiales de construccion,16036,110,China,V000002171
M000000436,Piezas de repuesto automotrices,17201,1,Reino Unido,V000004956
M000000437,Piezas de repuesto automotrices,1528,73,Dinamarca,V000000094
M000000438,Piezas de repuesto automotrices,40369,107,Hong Kong,V000000888
M000000439,Productos quimicos no peligrosos,15063,29,Singapur,V000000721
M000000440,Materiales de construccion,11424,83,Japon,V000003339
M000000441,Maquinaria industrial pesada,4445,98,Espana,V000002050
M000000442,Acero laminado en bobinas,49935,148,Chile,V000007118
M000000443,Cafe de exportacion,4529,172,Chile,V000008017
M000000444,Productos textiles y confecciones,26584,59,Ecuador,V000008326
M000000445,Piezas de repuesto automotrices,43778,128,Dinamarca,V000001422
M000000446,Carga de granel de trigo,29080,134,Islas Marshall,V000007184
M000000447,Productos quimicos no peligrosos,5180,79,China,V000007175
M000000448,Cafe de exportacion,17008,169,Bahamas,V000004786
M000000449,Piezas de repuesto automotrices,46517,151,Ecuador,V000001592
M000000450,Maquinaria industrial pesada,11107,86,Panama,V000000020
M000000451,Contenedor con productos electronicos,18557,84,Reino Unido,V000001702
M000000452,Frutas y alimentos refrigerados,28464,13,Ecuador,V000002497
M000000453,Productos textiles y confecciones,24845,109,Mexico,V000001351
M000000454,Carga de granel de trigo,48719,187,Panama,V000008763
M000000455,Cafe de exportacion,31820,167,Noruega,V000000573
M000000456,Productos textiles y confecciones,26158,68,Singapur,V000007012
M000000457,Acero laminado en bobinas,33718,195,Hong Kong,V000005297
M000000458,Cafe de exportacion,39048,93,Malta,V000004188
M000000459,Maquinaria industrial pesada,11689,14,Panama,V000008143
M000000460,Productos textiles y confecciones,20536,185,Dinamarca,V000005642
M000000461,Productos textiles y confecciones,34523,4,Japon,V000003868
M000000462,Productos quimicos no peligrosos,47057,6,Grecia,V000007782
M000000463,Contenedor con productos electronicos,34967,62,Ecuador,V000006102
M000000464,Cafe de exportacion,10136,15,Reino Unido,V000000549
M000000465,Acero laminado en bobinas,12194,197,Noruega,V000003169
M000000466,Productos quimicos no peligrosos,45030,41,Panama,V000000559
M000000467,Contenedor con productos electronicos,31453,178,Japon,V000002278
M000000468,Contenedor con productos electronicos,33047,161,Hong Kong,V000006732
M000000469,Productos quimicos no peligrosos,11919,130,Espana,V000004842
M000000470,Productos quimicos no peligrosos,31431,181,Grecia,V000006288
M000000471,Carga de granel de trigo,47410,42,Peru,V000000889
M000000472,Cafe de exportacion,628,184,Liberia,V000006565
M000000473,Frutas y alimentos refrigerados,41614,184,Brasil,V000005877
M000000474,Acero laminado en bobinas,30435,102,Hong Kong,V000002839
M000000475,Piezas de repuesto automotrices,27423,74,Noruega,V000007900
M000000476,Piezas de repuesto automotrices,45169,40,Bahamas,V000005643
M000000477,Productos textiles y confecciones,2568,74,Hong Kong,V000000820
M000000478,Maquinaria industrial pesada,5711,101,Bahamas,V000002983
M000000479,Productos textiles y confecciones,18091,189,Noruega,V000007049
M000000480,Cafe de exportacion,14851,42,Espana,V000003709
M000000481,Piezas de repuesto automotrices,41454,168,Liberia,V000003898
M000000482,Frutas y alimentos refrigerados,20692,52,Malta,V000002956
M000000483,Cafe de exportacion,34466,23,Bahamas,V000008461
M000000484,Acero laminado en bobinas,2163,50,China,V000004790
M000000485,Piezas de repuesto automotrices,27870,91,Grecia,V000004044
M000000486,Productos quimicos no peligrosos,13894,101,Singapur,V000005763
M000000487,Maquinaria industrial pesada,26145,103,Reino Unido,V000008665
M000000488,Acero laminado en bobinas,4549,130,Liberia,V000008820
M000000489,Frutas y alimentos refrigerados,1417,18,Hong Kong,V000001248
M000000490,Piezas de repuesto automotrices,34406,182,Mexico,V000005823
M000000491,Carga de granel de trigo,44742,54,Mexico,V000002843
M000000492,Contenedor con productos electronicos,5433,103,Alemania,V000000333
M000000493,Acero laminado en bobinas,6881,161,Panama,V000007521
M000000494,Piezas de repuesto automotrices,9729,143,Mexico,V000007609
M000000495,Frutas y alimentos refrigerados,12584,5,Bahamas,V000003173
M000000496,Frutas y alimentos refrigerados,16425,143,Espana,V000001817
M000000497,Maquinaria industrial pesada,38457,196,Peru,V000005352
M000000498,Frutas y alimentos refrigerados,14133,198,China,V000009496
M000000499,Productos quimicos no peligrosos,1661,106,Chile,V000004896
M000000500,Cafe de exportacion,39316,189,Singapur,V000001137
M000000501,Acero laminado en bobinas,49687,59,Dinamarca,V000006892
M000000502,Maquinaria industrial pesada,10640,7,China,V000006764
M000000503,Acero laminado en bobinas,27336,149,Mexico,V000000616
M000000504,Carga de granel de trigo,26911,137,Malta,V000001200
M000000505,Productos quimicos no peligrosos,17551,13,China,V000004108
M000000506,Materiales de construccion,44160,41,Colombia,V000006608
M000000507,Carga de granel de trigo,5693,25,Brasil,V000009186
M000000508,Carga de granel de trigo,19032,149,Noruega,V000003485
M000000509,Contenedor con productos electronicos,14674,7,Malta,V000003644
M000000510,Materiales de construccion,35428,139,Panama,V000003262
M000000511,Acero laminado en bobinas,29394,65,Noruega,V000001987
M000000512,Productos quimicos no peligrosos,1267,190,Mexico,V000002333
M000000513,Productos textiles y confecciones,15664,17,Colombia,V000008261
M000000514,Productos quimicos no peligrosos,35203,27,Islas Marshall,V000005792
M000000515,Cafe de exportacion,5108,195,Noruega,V000001386
M000000516,Piezas de repuesto automotrices,30811,114,Singapur,V000006708
M000000517,Materiales de construccion,6179,17,Islas Marshall,V000006713
M000000518,Materiales de construccion,27101,17,Estados Unidos,V000005617
M000000519,Frutas y alimentos refrigerados,14174,71,Singapur,V000008813
M000000520,Acero laminado en bobinas,427,42,Peru,V000009219
M000000521,Piezas de repuesto automotrices,3491,104,Hong Kong,V000003829
M000000522,Cafe de exportacion,8016,34,Espana,V000004928
M000000523,Materiales de construccion,19920,97,Islas Marshall,V000002426
M000000524,Carga de granel de trigo,26073,152,Alemania,V000007169
M000000525,Maquinaria industrial pesada,41233,192,Chile,V000005546
M000000526,Maquinaria industrial pesada,23283,58,China,V000006525
M000000527,Piezas de repuesto automotrices,8903,165,Islas Marshall,V000007792
M000000528,Materiales de construccion,48659,28,Mexico,V000000402
M000000529,Acero laminado en bobinas,38222,181,China,V000004409
M000000530,Acero laminado en bobinas,21701,55,Colombia,V000005055
M000000531,Maquinaria industrial pesada,44981,12,Islas Marshall,V000000249
M000000532,Cafe de exportacion,31964,90,Dinamarca,V000009522
M000000533,Productos quimicos no peligrosos,41560,150,Chile,V000005337
M000000534,Piezas de repuesto automotrices,45289,75,Alemania,V000001674
M000000535,Productos quimicos no peligrosos,46869,188,Panama,V000000874
M000000536,Contenedor con productos electronicos,30001,36,Dinamarca,V000007379
M000000537,Materiales de construccion,28773,48,Grecia,V000005556
M000000538,Productos quimicos no peligrosos,15506,145,Malta,V000001171
M000000539,Contenedor con productos electronicos,27822,85,Japon,V000008411
M000000540,Productos textiles y confecciones,40966,143,Panama,V000006883
M000000541,Frutas y alimentos refrigerados,36971,144,Bahamas,V000000937
M000000542,Acero laminado en bobinas,46760,157,Grecia,V000004165
M000000543,Materiales de construccion,19969,68,Dinamarca,V000009877
M000000544,Contenedor con productos electronicos,26866,108,Hong Kong,V000009723
M000000545,Piezas de repuesto automotrices,31349,44,Chile,V000006554
M000000546,Cafe de exportacion,21999,85,China,V000005397
M000000547,Productos textiles y confecciones,9460,165,Peru,V000008869
M000000548,Frutas y alimentos refrigerados,26267,119,Chile,V000004518
M000000549,Maquinaria industrial pesada,21808,136,Japon,V000006978
M000000550,Carga de granel de trigo,13277,99,Reino Unido,V000003354
M000000551,Materiales de construccion,38412,105,Estados Unidos,V000006537
M000000552,Materiales de construccion,29429,77,Islas Marshall,V000005118
M000000553,Materiales de construccion,39146,164,Panama,V000007638
M000000554,Piezas de repuesto automotrices,43816,189,China,V000002551
M000000555,Carga de granel de trigo,5533,27,Islas Marshall,V000004423
M000000556,Frutas y alimentos refrigerados,19263,69,Japon,V000006523
M000000557,Productos quimicos no peligrosos,21795,190,Colombia,V000003582
M000000558,Productos textiles y confecciones,4740,130,Mexico,V000002446
M000000559,Cafe de exportacion,5333,75,Islas Marshall,V000001280
M000000560,Cafe de exportacion,35763,85,Grecia,V000005342
M000000561,Contenedor con productos electronicos,14364,52,Noruega,V000001648
M000000562,Productos quimicos no peligrosos,1294,10,Japon,V000001113
M000000563,Contenedor con productos electronicos,48454,165,Colombia,V000002443
M000000564,Materiales de construccion,27574,175,Ecuador,V000004597
M000000565,Acero laminado en bobinas,42027,144,Reino Unido,V000000490
M000000566,Materiales de construccion,6065,53,Islas Marshall,V000006171
M000000567,Productos quimicos no peligrosos,43742,163,Mexico,V000002626
M000000568,Cafe de exportacion,33246,160,Alemania,V000008742
M000000569,Acero laminado en bobinas,36794,44,Japon,V000003851
M000000570,Piezas de repuesto automotrices,16641,49,Grecia,V000008973
M000000571,Cafe de exportacion,42347,102,China,V000000270
M000000572,Carga de granel de trigo,28949,195,Espana,V000000281
M000000573,Materiales de construccion,46314,170,Noruega,V000003201
M000000574,Materiales de construccion,5335,20,Singapur,V000003127
M000000575,Productos quimicos no peligrosos,27059,55,Bahamas,V000002812
M000000576,Maquinaria industrial pesada,4360,38,Bahamas,V000008936
M000000577,Maquinaria industrial pesada,4715,64,Liberia,V000007020
M000000578,Carga de granel de trigo,28143,51,Ecuador,V000005579
M000000579,Productos quimicos no peligrosos,21930,109,Islas Marshall,V000005903
M000000580,Piezas de repuesto automotrices,21155,193,Dinamarca,V000001283
M000000581,Acero laminado en bobinas,28426,151,Espana,V000008468
M000000582,Acero laminado en bobinas,1275,1,Liberia,V000001183
M000000583,Acero laminado en bobinas,44399,71,Liberia,V000004717
M000000584,Acero laminado en bobinas,32160,28,Japon,V000007547
M000000585,Cafe de exportacion,49401,183,Alemania,V000002121
M000000586,Maquinaria industrial pesada,11034,91,Mexico,V000005829
M000000587,Cafe de exportacion,14724,3,Reino Unido,V000005963
M000000588,Cafe de exportacion,30652,110,Peru,V000008675
M000000589,Piezas de repuesto automotrices,21191,77,Estados Unidos,V000006744
M000000590,Productos quimicos no peligrosos,32011,39,Noruega,V000009368
M000000591,Productos quimicos no peligrosos,15916,66,Japon,V000003347
M000000592,Cafe de exportacion,6918,184,Panama,V000004605
M000000593,Cafe de exportacion,28340,4,Islas Marshall,V000002763
M000000594,Frutas y alimentos refrigerados,32222,40,Noruega,V000000454
M000000595,Frutas y alimentos refrigerados,27636,98,Peru,V000002309
M000000596,Acero laminado en bobinas,6481,197,Hong Kong,V000009523
M000000597,Maquinaria industrial pesada,44673,51,Peru,V000004329
M000000598,Piezas de repuesto automotrices,32582,50,Noruega,V000002253
M000000599,Maquinaria industrial pesada,13716,8,Islas Marshall,V000001870
M000000600,Materiales de construccion,34375,55,Espana,V000004149
M000000601,Frutas y alimentos refrigerados,35011,166,Mexico,V000004588
M000000602,Carga de granel de trigo,46166,68,Estados Unidos,V000002422
M000000603,Productos textiles y confecciones,38806,112,China,V000003273
M000000604,Productos quimicos no peligrosos,10491,96,Grecia,V000000389
M000000605,Cafe de exportacion,2053,85,China,V000007085
M000000606,Carga de granel de trigo,47223,50,Mexico,V000001833
M000000607,Acero laminado en bobinas,10590,148,Panama,V000003564
M000000608,Productos quimicos no peligrosos,34601,170,Dinamarca,V000001740
M000000609,Productos quimicos no peligrosos,7846,186,China,V000005268
M000000610,Maquinaria industrial pesada,2518,134,Ecuador,V000009829
M000000611,Maquinaria industrial pesada,27469,5,Reino Unido,V000001746
M000000612,Carga de granel de trigo,30010,24,Chile,V000002473
M000000613,Productos textiles y confecciones,35282,78,Dinamarca,V000003677
M000000614,Carga de granel de trigo,28389,69,Japon,V000004048
M000000615,Contenedor con productos electronicos,10802,32,Espana,V000003720
M000000616,Productos quimicos no peligrosos,19482,193,Liberia,V000002513
M000000617,Acero laminado en bobinas,47041,137,Grecia,V000009079
M000000618,Frutas y alimentos refrigerados,29740,121,Reino Unido,V000007112
M000000619,Productos textiles y confecciones,34876,4,Liberia,V000000942
M000000620,Cafe de exportacion,22717,144,Reino Unido,V000003252
M000000621,Contenedor con productos electronicos,28529,64,Liberia,V000009084
M000000622,Productos quimicos no peligrosos,19538,56,Noruega,V000004640
M000000623,Piezas de repuesto automotrices,22844,128,Noruega,V000001003
M000000624,Cafe de exportacion,43552,149,Peru,V000002609
M000000625,Carga de granel de trigo,29443,46,Japon,V000006706
M000000626,Frutas y alimentos refrigerados,18291,49,Reino Unido,V000006657
M000000627,Contenedor con productos electronicos,5045,161,Reino Unido,V000004892
M000000628,Acero laminado en bobinas,15066,59,Noruega,V000001080
M000000629,Carga de granel de trigo,37560,79,Islas Marshall,V000009939
M000000630,Piezas de repuesto automotrices,15505,187,Espana,V000000936
M000000631,Productos textiles y confecciones,4783,94,Espana,V000008453
M000000632,Productos textiles y confecciones,30590,185,China,V000006789
M000000633,Piezas de repuesto automotrices,27520,34,Malta,V000009104
M000000634,Productos textiles y confecciones,12944,170,Malta,V000000464
M000000635,Acero laminado en bobinas,7044,87,Ecuador,V000000770
M000000636,Materiales de construccion,13769,118,Panama,V000004969
M000000637,Acero laminado en bobinas,39713,70,Ecuador,V000001820
M000000638,Cafe de exportacion,41754,47,Ecuador,V000003616
M000000639,Maquinaria industrial pesada,49447,100,Japon,V000005418
M000000640,Acero laminado en bobinas,30394,186,Peru,V000003535
M000000641,Acero laminado en bobinas,3002,198,Noruega,V000002377
M000000642,Acero laminado en bobinas,5096,69,Noruega,V000002405
M000000643,Materiales de construccion,27403,57,Liberia,V000007377
M000000644,Productos textiles y confecciones,41258,44,Liberia,V000000394
M000000645,Productos quimicos no peligrosos,41270,42,Liberia,V000005108
M000000646,Contenedor con productos electronicos,20555,197,Liberia,V000004186
M000000647,Maquinaria industrial pesada,41081,102,Hong Kong,V000001457
M000000648,Frutas y alimentos refrigerados,28811,120,Grecia,V000005232
